date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:12:21	28946/28946	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:21%20GMT	http://dreamguys.co.in/preclinic/template/settings.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/settings.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:22	2379/2379	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:22%20GMT	http://dreamguys.co.in/preclinic/template/login.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/login.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:22	49122/49122	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:22%20GMT	http://dreamguys.co.in/preclinic/template/doctors.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/doctors.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:22	45050/45050	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:23%20GMT	http://dreamguys.co.in/preclinic/template/patients.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/patients.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:23	34364/34364	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:23%20GMT	http://dreamguys.co.in/preclinic/template/appointments.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/appointments.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:23	33140/33140	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:23%20GMT	http://dreamguys.co.in/preclinic/template/schedule.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/schedule.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:23	39459/39459	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:24%20GMT	http://dreamguys.co.in/preclinic/template/departments.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/departments.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:24	42461/42461	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:24%20GMT	http://dreamguys.co.in/preclinic/template/employees.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/employees.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:24	48906/48906	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:24%20GMT	http://dreamguys.co.in/preclinic/template/leaves.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/leaves.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:25	38173/38173	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:25%20GMT	http://dreamguys.co.in/preclinic/template/holidays.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/holidays.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:25	64255/64255	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:25%20GMT	http://dreamguys.co.in/preclinic/template/attendance.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/attendance.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:26	39819/39819	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:26%20GMT	http://dreamguys.co.in/preclinic/template/invoices.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/invoices.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:27	33208/33208	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:27%20GMT	http://dreamguys.co.in/preclinic/template/payments.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/payments.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:27	42546/42546	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:27%20GMT	http://dreamguys.co.in/preclinic/template/expenses.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/expenses.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:27	36063/36063	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:28%20GMT	http://dreamguys.co.in/preclinic/template/taxes.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/taxes.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:28	34957/34957	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:28%20GMT	http://dreamguys.co.in/preclinic/template/provident-fund.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/provident-fund.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:28	38109/38109	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:28%20GMT	http://dreamguys.co.in/preclinic/template/salary.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/salary.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:29	36845/36845	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:29%20GMT	http://dreamguys.co.in/preclinic/template/salary-view.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/salary-view.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:29	77324/77324	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:29%20GMT	http://dreamguys.co.in/preclinic/template/chat.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/chat.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:29	68285/68285	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:30%20GMT	http://dreamguys.co.in/preclinic/template/voice-call.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/voice-call.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:30	54496/54496	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:30%20GMT	http://dreamguys.co.in/preclinic/template/video-call.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/video-call.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:30	56598/56598	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:30%20GMT	http://dreamguys.co.in/preclinic/template/incoming-call.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/incoming-call.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:30	24870/24870	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:31%20GMT	http://dreamguys.co.in/preclinic/template/compose.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/compose.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:31	34566/34566	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:31%20GMT	http://dreamguys.co.in/preclinic/template/inbox.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/inbox.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:31	30071/30071	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:31%20GMT	http://dreamguys.co.in/preclinic/template/mail-view.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/mail-view.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:32	37321/37321	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:32%20GMT	http://dreamguys.co.in/preclinic/template/blog.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/blog.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:32	51051/51051	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:32%20GMT	http://dreamguys.co.in/preclinic/template/blog-details.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/blog-details.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:33	37687/37687	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:33%20GMT	http://dreamguys.co.in/preclinic/template/add-blog.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/add-blog.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:33	37762/37762	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:34%20GMT	http://dreamguys.co.in/preclinic/template/edit-blog.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/edit-blog.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:34	36653/36653	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:34%20GMT	http://dreamguys.co.in/preclinic/template/assets.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:34	38469/38469	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:34%20GMT	http://dreamguys.co.in/preclinic/template/expense-reports.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/expense-reports.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:34	35499/35499	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:35%20GMT	http://dreamguys.co.in/preclinic/template/invoice-reports.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/invoice-reports.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:35	65194/65194	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:35%20GMT	http://dreamguys.co.in/preclinic/template/uikit.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/uikit.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:35	36508/36508	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:35%20GMT	http://dreamguys.co.in/preclinic/template/typography.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/typography.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:37	44813/44813	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:36%20GMT	http://dreamguys.co.in/preclinic/template/tabs.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/tabs.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:37	39206/39206	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:37%20GMT	http://dreamguys.co.in/preclinic/template/form-basic-inputs.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/form-basic-inputs.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:38	42479/42479	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:38%20GMT	http://dreamguys.co.in/preclinic/template/form-input-groups.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/form-input-groups.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:38	51271/51271	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:38%20GMT	http://dreamguys.co.in/preclinic/template/form-horizontal.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/form-horizontal.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:38	47805/47805	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:39%20GMT	http://dreamguys.co.in/preclinic/template/form-vertical.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/form-vertical.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:40	41954/41954	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:39%20GMT	http://dreamguys.co.in/preclinic/template/tables-basic.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/tables-basic.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:40	59200/59200	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:41%20GMT	http://dreamguys.co.in/preclinic/template/tables-datatables.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/tables-datatables.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:41	34278/34278	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:41%20GMT	http://dreamguys.co.in/preclinic/template/calendar.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/calendar.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:41	2876/2876	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:41%20GMT	http://dreamguys.co.in/preclinic/template/register.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/register.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:42	1979/1979	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:42%20GMT	http://dreamguys.co.in/preclinic/template/forgot-password.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/forgot-password.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:42	3624/3624	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:42%20GMT	http://dreamguys.co.in/preclinic/template/change-password2.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/change-password2.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:42	1531/1531	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:42%20GMT	http://dreamguys.co.in/preclinic/template/lock-screen.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/lock-screen.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:43	34321/34321	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:43%20GMT	http://dreamguys.co.in/preclinic/template/gallery.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/gallery.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:43	1227/1227	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:43%20GMT	http://dreamguys.co.in/preclinic/template/error-404.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/error-404.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:43	1232/1232	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:43%20GMT	http://dreamguys.co.in/preclinic/template/error-500.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/error-500.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:44	30559/30559	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202019%2015:42:44%20GMT	http://dreamguys.co.in/preclinic/template/blank-page.html	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/blank-page.html	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:45	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:%224f71-580479fd7041c-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/popper.min.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/popper.min.js	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:45	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%2215283-580479f7e4af0-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/jquery-3.2.1.min.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/jquery-3.2.1.min.js	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:46	55775/55775	---M-Z	200	added ('OK')	application/javascript	etag:%22d9df-580479f1d9edd-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/bootstrap.min.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/bootstrap.min.js	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:46	5978/5978	---M-Z	200	added ('OK')	application/javascript	etag:%22175a-580479fb6c6ca-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/jquery.slimscroll.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/jquery.slimscroll.js	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:47	1858/1858	---M-Z	200	added ('OK')	application/javascript	etag:%22742-580479f2d5dd5-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/chart.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/chart.js	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:47	6779/6779	---M-Z	200	added ('OK')	application/javascript	etag:%221a7b-58120d6093075-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/app.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/app.js	(from http://dreamguys.co.in/preclinic/template/index.html)
21:12:53	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-580479b6b6f51%22	http://dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont3e6e.html	(from http://dreamguys.co.in/preclinic/template/assets/css/font-awesome.min.css)
21:13:01	535332/535332	---MCZ	200	added ('OK')	application/javascript	etag:%2282b24-580479fae1436-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/Chart.bundle.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/Chart.bundle.js	(from http://dreamguys.co.in/preclinic/template/index.html)
21:13:09	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-580479b55863d%22	http://dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont.woff?v=4.7.0	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont3e6e.woff	(from http://dreamguys.co.in/preclinic/template/assets/css/font-awesome.min.css)
21:13:13	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-580479a52ec5b%22	http://dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont.eot?v=4.7.0	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont3e6e.eot	(from http://dreamguys.co.in/preclinic/template/assets/css/font-awesome.min.css)
21:13:13	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-580479a52ec5b%22	http://dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont.eot?	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfontd41d.eot	(from http://dreamguys.co.in/preclinic/template/assets/css/font-awesome.min.css)
21:13:13	249/249	---M--	200	added ('OK')	image/png	etag:%22f9-58047cc9749bf%22	http://dreamguys.co.in/preclinic/template/assets/img/calander.png	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/img/calander.png	(from http://dreamguys.co.in/preclinic/template/assets/css/style.css)
21:13:16	1386/1386	---M--	200	added ('OK')	image/png	etag:%2256a-58047cc43c86f%22	http://dreamguys.co.in/preclinic/template/assets/img/clock.png	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/img/clock.png	(from http://dreamguys.co.in/preclinic/template/assets/css/style.css)
21:13:17	15196/15196	---M-Z	200	added ('OK')	text/css	etag:%223b5c-5804799ce599d-gzip%22	http://dreamguys.co.in/preclinic/template/assets/css/select2.min.css	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/css/select2.min.css	(from http://dreamguys.co.in/preclinic/template/edit-profile.html)
21:13:17	7785/7785	---M-Z	200	added ('OK')	text/css	etag:%221e69-5804798fa8f2f-gzip%22	http://dreamguys.co.in/preclinic/template/assets/css/bootstrap-datetimepicker.min.css	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/css/bootstrap-datetimepicker.min.css	(from http://dreamguys.co.in/preclinic/template/edit-profile.html)
21:13:23	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-580479a73a2bd%22	http://dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont.svg?v=4.7.0	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/fonts/fontawesome-webfont3e6e.svg	(from http://dreamguys.co.in/preclinic/template/assets/css/font-awesome.min.css)
21:13:24	66664/66664	---M-Z	200	added ('OK')	application/javascript	etag:%2210468-580479fed1004-gzip%22	http://dreamguys.co.in/preclinic/template/assets/js/select2.min.js	F:/SEMESTER%204/CS3022%20-%20Software%20Engineering/Medicare/medicare/dreamguys.co.in/preclinic/template/assets/js/select2.min.js	(from http://dreamguys.co.in/preclinic/template/edit-profile.html)
